"","ScientificName2023","CommonName2023","FolkGeneric","Family2023","Order2023","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","ScientificNameV3","ScientificName1974","CommonName1974","Family1974","Language","LangID","Order1974","Genus2023","Genus1974"
"88","Philemon argenticeps","Silver-crowned Friarbird","dijaruwa","Meliphagidae","Passeriformes",35.4,18.3,5.1,7.8,29.5,136.3,30,100.9,22.9,110.3,80.4,"Philemon argenticeps","Philemon argenticeps","Silver-crowned Friarbird","Meliphagidae","Anindilyakwa",88,"Passeriformes","Philemon","Philemon"
"89","Oriolus flavocinctus","Green Oriole","dijuwarra","Oriolidae","Passeriformes",34.4,21.6,8.9,9.7,27.1,143,33,110.5,23,104,109,"Oriolus flavocinctus","Oriolus flavocinctus","Yellow Oriole","Oriolidae","Anindilyakwa",89,"Passeriformes","Oriolus","Oriolus"
"90","Oriolus sagittatus","Olive-backed Oriole","dijuwarra","Oriolidae","Passeriformes",33.8,20.3,8.5,9.6,25.7,145.1,41.2,102.8,28.6,100.5,95.2,"Oriolus sagittatus","Oriolus sagittatus","Olive-backed Oriole","Oriolidae","Anindilyakwa",90,"Passeriformes","Oriolus","Oriolus"
"91","Sphecotheres viridis","Green Figbird","dijuwarra","Oriolidae","Passeriformes",23.2,14.2,7.2,8.4,23.4,123.7,28.8,94.5,23.4,97.2,121,"Sphecotheres viridis","Sphecotheres viridis","Green Figbird","Oriolidae","Anindilyakwa",91,"Passeriformes","Sphecotheres","Sphecotheres"
"92","Lalage sueurii","White-shouldered Triller","dijuwarra","Campephagidae","Passeriformes",18.9,10.6,4.9,4.4,21,92.1,26.2,65.5,28.5,72.8,26,"Lalage sueurii","Lalage sueurii","White-shouldered Triller","Campephagidae","Anindilyakwa",92,"Passeriformes","Lalage","Lalage"
"93","Chlamydera nuchalis","Great Bowerbird","dakiyawiyawuda/dijuwarra","Ptilonorhynchidae","Passeriformes",36.5,19.2,8.8,11.4,47.5,172.8,24.1,146.4,14.1,142.5,200.4,"Chlamydera nuchalis","Chlamydera nuchalis","Great Gray Bowerbird","Ptilonorhynchidae","Anindilyakwa",93,"Passeriformes","Chlamydera","Chlamydera"
"94","Pitta iris","Rainbow Pitta","dakwerrukwerra","Pittidae","Passeriformes",26.2,17,6.9,9.1,36.8,105.4,14.8,89,14.2,37.6,62.2,"Pitta iris","Pitta iris","Rainbow Pitta","Pittidae","Anindilyakwa",94,"Passeriformes","Pitta","Pitta"
"95","Dicrurus bracteatus","Spangled Drongo","ekbarra","Dicruridae","Passeriformes",34.4,22,10.3,11.7,23.6,150,34.4,113.6,23.2,120.2,85.5,"Dicrurus bracteatus","Dicrurus bracteatus","Solomon Spangled Drongo","Dicruridae","Anindilyakwa",95,"Passeriformes","Dicrurus","Dicrurus"
"96","Myiagra alecto","Shining Flycatcher","duwendira","Monarchidae","Passeriformes",19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15,72.4,23.6,"Myiagra alecto","Monarcha alecto","Shining Monarch","Muscicapidae","Anindilyakwa",96,"Passeriformes","Myiagra","Monarcha"
"97","Myiagra rubecula","Leaden Flycatcher","duwendira","Monarchidae","Passeriformes",15.9,8.1,5.7,3.9,15.3,74.2,14,60,18.9,65.6,12.1,"Myiagra rubecula","Myiagra rubecula","Leaden Flycatcher","Muscicapidae","Anindilyakwa",97,"Passeriformes","Myiagra","Myiagra"
"98","Myiagra ruficollis","Broad-billed Flycatcher","duwendira","Monarchidae","Passeriformes",17.4,8.7,6.9,4,18.3,71.1,11.4,61.1,15.7,66.1,10.1,"Myiagra ruficollis","Myiagra ruficollis","Broad-billed Myiagra","Muscicapidae","Anindilyakwa",98,"Passeriformes","Myiagra","Myiagra"
"99","Rhipidura leucophrys","Willie-wagtail","duwendira","Rhipiduridae","Passeriformes",18.1,8.4,5.1,4.1,26.1,99,19.5,81,19.4,101.5,27.4,"Rhipidura leucophrys","Rhipidura leucophrys","Willie Wagtail","Muscicapidae","Anindilyakwa",99,"Passeriformes","Rhipidura","Rhipidura"
"100","Cacomantis flabelliformis","Fan-tailed Cuckoo","duwendira","Cuculidae","Cuculiformes",21.5,11.5,4.9,5.6,16.7,137.2,59.2,78,43.2,133.4,49.8,"Cacomantis flabelliformis","Cacomantis flabelliformis","Fan-tailed Cuckoo","Cuculidae","Anindilyakwa",100,"Cuculiformes","Cacomantis","Cacomantis"
"101","Stomiopera unicolor","White-gaped Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",23,11.3,3.2,4.5,24.6,94.7,13.4,83.8,13.8,78,30.7,"Lichenostomus unicolor","Meliphaga unicolor","White-gaped Honeyeater","Meliphagidae","Anindilyakwa",101,"Passeriformes","Stomiopera","Meliphaga"
"102","Gavicalis virescens","Singing Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",19.6,9.3,3.1,3.9,22.6,90.9,16.4,73.6,18.2,81.2,23.3,"Lichenostomus virescens","Meliphaga virescens","Singing Honeyeater","Meliphagidae","Anindilyakwa",102,"Passeriformes","Gavicalis","Meliphaga"
"103","Lichmera indistincta","Brown Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",18.4,9.1,2.3,3.1,16.5,65.9,10.9,54.9,16.6,50.4,11.2,"Lichmera indistincta","Lichmera indistincta","Brown Honeyeater","Meliphagidae","Anindilyakwa",103,"Passeriformes","Lichmera","Lichmera"
"104","Melithreptus albogularis","White-throated Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",14.3,7.5,2.8,3.2,15.9,71,16.5,57.6,22.3,52.3,11,"Melithreptus albogularis","Melithreptus albogularis","White-throated Honeyeater","Meliphagidae","Anindilyakwa",104,"Passeriformes","Melithreptus","Melithreptus"
"105","Myzomela obscura","Dusky Myzomela","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",19.8,11.8,2.9,3.4,17.4,67.8,11.5,55.8,17.2,51.7,11.9,"Myzomela obscura","Myzomela obscura","Dusky Honeyeater","Meliphagidae","Anindilyakwa",105,"Passeriformes","Myzomela","Myzomela"
"106","Ramsayornis fasciatus","Bar-breasted Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",16.4,8.9,2.9,3.1,17,70.5,14.7,56.6,20.6,47.2,12.7,"Ramsayornis fasciatus","Ramsayornis fasciatus","Bar-breasted Honeyeater","Meliphagidae","Anindilyakwa",106,"Passeriformes","Ramsayornis","Ramsayornis"
"107","Conopophila albogularis","Rufous-banded Honeyeater","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",14.4,8,2.8,3,18.5,65.9,12.3,53.4,18.8,43.7,11.8,"Conopophila albogularis","Conopophila albogularis","Rufous-banded Honeyeater","Meliphagidae","Anindilyakwa",107,"Passeriformes","Conopophila","Conopophila"
"108","Gerygone chloronota","Green-backed Gerygone","warnikikbadika/warnikiringandika/warningumulikaduwakba","Acanthizidae","Passeriformes",11.9,7,2.9,2.9,16.3,51.5,7.4,43.2,14.7,35.2,6.6,"Gerygone chloronota","Gerygone chloronota","Green-backed Gerygone","Sylviidae","Anindilyakwa",108,"Passeriformes","Gerygone","Gerygone"
"109","Gerygone levigaster","Mangrove Gerygone","warnikikbadika/warnikiringandika/warningumulikaduwakba","Acanthizidae","Passeriformes",11.9,7,2.7,2.6,16.9,53.8,8,43.5,15.5,39.7,6.2,"Gerygone levigaster","Gerygone levigaster","Buff-breasted Gerygone","Sylviidae","Anindilyakwa",109,"Passeriformes","Gerygone","Gerygone"
"110","Gerygone olivacea","White-throated Gerygone","warnikikbadika/warnikiringandika/warningumulikaduwakba","Acanthizidae","Passeriformes",11.7,6.7,3,2.8,17.2,56.5,10.8,46.2,18.9,37.6,6.7,"Gerygone olivacea","Gerygone olivacea","White-throated Gerygone","Sylviidae","Anindilyakwa",110,"Passeriformes","Gerygone","Gerygone"
"111","Cracticus nigrogularis","Pied Butcherbird","angwurrirda","Artamidae","Passeriformes",43.9,27.1,9.8,13.8,36.5,171.8,48.5,125,27.9,129.3,128,"Cracticus nigrogularis","Cracticus nigrogularis","Pied Butcherbird","Cracticidae","Anindilyakwa",111,"Passeriformes","Cracticus","Cracticus"
"112","Grallina cyanoleuca","Peewee","dukwirrbura/dukurrbura/dukudbura/dukulbura","Monarchidae","Passeriformes",26.2,15.6,5.7,5.5,41.7,172.1,46.3,127.8,26.6,115.5,82.6,"Grallina cyanoleuca","Grallina cyanoleuca","Magpie-lark","Grallinidae","Anindilyakwa",112,"Passeriformes","Grallina","Grallina"
"113","Megapodius freycinet","Dusky Megapode","yinikaburra","Megapodiidae","Galliformes",26.7,13.4,6.8,8.2,63.4,210.2,53.4,159,25.1,75.9,642.5,"Megapodius freycinet","Megapodius freycinet","Dusky Megapode","Megapodiidae","Anindilyakwa",113,"Galliformes","Megapodius","Megapodius"
"114","Eudynamys orientalis ","Pacific Koel","kuwak","Cuculidae","Cuculiformes",36.2,21.6,10.5,11.9,38.1,217.2,52.6,164.6,24.2,216.2,194.9,"Eudynamys orientalis","Eudynamys orientalis ","Pacific Koel","Cuculidae","Anindilyakwa",114,"Cuculiformes","Eudynamys","Eudynamys"
"115","Scythrops novaehollandiae","Channel-billed Cuckoo","yukwurrangina","Cuculidae","Cuculiformes",82.8,63.1,26.7,31.4,45.4,339.2,151.5,184.2,45.1,270,684,"Scythrops novaehollandiae","Scythrops novaehollandiae","Channel-billed Cuckoo","Cuculidae","Anindilyakwa",115,"Cuculiformes","Scythrops","Scythrops"
"116","Cacatua galerita","Sulphur-crested Cockatoo","duwedirra","Cacatuidae","Psittaciformes",49.3,40.2,22.4,44.3,28.5,347.3,93.2,266,25.9,198.4,720.4,"Cacatua galerita","Cacatua galerita","Sulphur-crested Cockatoo","Psittacidae","Anindilyakwa",116,"Psittaciformes","Cacatua","Cacatua"
"117","Calyptorhynchus banksii","Red-tailed Black Cockatoo","dangirnderra","Cacatuidae","Psittaciformes",51.7,39,29.7,62.1,29.2,420.2,185.5,228.2,44.9,291,721.9,"Calyptorhynchus banksii","Calyptorhynchus magnificus","Red-tailed Cockatoo","Psittacidae","Anindilyakwa",117,"Psittaciformes","Calyptorhynchus","Calyptorhynchus"
"118","Aprosmictus erythropterus","Red-winged Parrot","wurruweba","Psittaculidae","Psittaciformes",23.6,17,12,17.1,20,190.2,87.2,104.5,45.5,140,136,"Aprosmictus erythropterus","Aprosmictus erythropterus","Red-winged Parrot","Psittacidae","Anindilyakwa",118,"Psittaciformes","Aprosmictus","Aprosmictus"
"119","Trichoglossus chlorolepidotus","Scaly-breasted Lorikeet","wurruweba","Psittaculidae","Psittaciformes",19.2,16.3,10.1,16.4,14.6,128.3,66.1,62.6,51.4,95.2,87.1,"Trichoglossus chlorolepidotus","Trichoglossus chlorolepidotus","Scaly-breasted Lorikeet","Psittacidae","Anindilyakwa",119,"Psittaciformes","Trichoglossus","Trichoglossus"
"120","Psitteuteles versicolor","Varied Lorikeet","wurruweba","Psittaculidae","Psittaciformes",16.5,12.3,8.2,13,12.7,111.4,58,53.8,51.9,61.4,53.5,"Psitteuteles versicolor","Trichoglossus versicolor","Varied Lorikeet","Psittacidae","Anindilyakwa",120,"Psittaciformes","Psitteuteles","Trichoglossus"
"121","Burhinus grallarius","Bush Thick-knee","duwalya/dakwungaringara","Burhinidae","Charadriiformes",57.1,25.4,10.5,10.7,131.5,290.8,127.6,159.9,44.4,174.2,648.1,"Burhinus grallarius","Burhinus oedicnemus","Bush Thick-knee","Burhinidae","Anindilyakwa",121,"Charadriiformes","Burhinus","Burhinus"
"122","Dacelo leachii","Blue-winged Kookaburra","dumungkwurra","Alcedinidae","Coraciiformes",82.2,61.8,24.9,26.2,26.2,196.1,53.1,141.8,27.3,125.1,308,"Dacelo leachii","Dacelo leachii","Blue-winged Kookaburra","Alcedinidae","Anindilyakwa",122,"Coraciiformes","Dacelo","Dacelo"
"123","Ceyx azureus","Azure Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",49,39.6,6.6,8.6,10.3,74,18.3,55.4,24.9,35.2,34.9,"Alcedo azurea","Ceyx azureus","Azure Kingfisher","Alcedinidae","Anindilyakwa",123,"Coraciiformes","Ceyx","Ceyx"
"124","Ceyx pusillus","Little Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",28.9,22.7,5.1,6.4,8,50.8,11.9,38.6,23.6,24.6,13.3,"Alcedo pusilla","Ceyx pusillus","Little Kingfisher","Alcedinidae","Anindilyakwa",124,"Coraciiformes","Ceyx","Ceyx"
"125","Todiramphus chloris","Collared Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",50.5,41.9,14.3,12.7,15.7,107.3,25.4,81.3,23.8,67.3,66.1,"Todiramphus chloris","Todiramphus chloris","Collared Kingfisher","Alcedinidae","Anindilyakwa",125,"Coraciiformes","Todiramphus","Todiramphus"
"126","Todiramphus macleayii","Forest Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",40.4,32.3,10.3,10.2,13,87.8,27.1,60.8,30.9,56.2,37.3,"Todiramphus macleayii","Halcyon macleayii","Australian Forest Kingfisher","Alcedinidae","Anindilyakwa",126,"Coraciiformes","Todiramphus","Halcyon"
"127","Todiramphus pyrrhopygius","Red-backed Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",41.7,33.5,11.2,10.4,15.3,100.2,36.8,63.8,36.5,67.8,51.7,"Todiramphus pyrrhopygius","Halcyon pyrrhopygia","Red-backed Kingfisher","Alcedinidae","Anindilyakwa",127,"Coraciiformes","Todiramphus","Halcyon"
"128","Todiramphus sanctus","Sacred Kingfisher","wurrenjenjinyirra","Alcedinidae","Coraciiformes",43.4,34.3,10.5,10.1,12.9,91.3,27.7,64.1,30.1,60.5,53,"Todiramphus sanctus","Halcyon sancta","Sacred Kingfisher","Alcedinidae","Anindilyakwa",128,"Coraciiformes","Todiramphus","Halcyon"
"129","Merops ornatus","Rainbow Bee-eater","yinungkwarbudangwa/yinumalyidangwa/yimarnjimarnjirra","Meropidae","Coraciiformes",37,27.5,5.9,6,10.7,108.2,40.5,66,38,106.7,29.5,"Merops ornatus","Merops ornatus","Rainbow Bee-eater","Meropidae","Anindilyakwa",129,"Coraciiformes","Merops","Merops"
"130","Artamus minor","Little Woodswallow","dumarnkinungkwura","Artamidae","Passeriformes",14.5,8.2,5.7,4.9,14.4,102.7,46.4,56.3,45.1,56.1,16,"Artamus minor","Artamus minor","Little Wood Swallow","Artamidae","Anindilyakwa",130,"Passeriformes","Artamus","Artamus"
"131","Stizoptera bichenovii","Double-barred Finch","wurramumakwa","Estrildidae","Passeriformes",9.7,6.9,5.2,6,13.5,50.9,9.1,42,17.8,44.2,9.6,"Taeniopygia bichenovii","Poephila bichenovii","Double-barred Finch","Ploceidae","Anindilyakwa",131,"Passeriformes","Stizoptera","Poephila"
"132","Taeniopygia guttata","Zebra Finch","wurramumakwa","Estrildidae","Passeriformes",10.6,7.1,5.7,6.5,13.3,54.1,11.2,39.2,22.2,35.1,12,"Taeniopygia guttata","Poephila guttata","Zebra Finch","Ploceidae","Anindilyakwa",132,"Passeriformes","Taeniopygia","Poephila"
"133","Bathilda ruficauda","Star Finch","wurramumakwa","Estrildidae","Passeriformes",11.6,8.2,5.5,6.4,13.9,50.9,10.7,39.5,21.3,43.6,11.1,"Neochmia ruficauda","Neochmia ruficauda","Star Finch","Ploceidae","Anindilyakwa",133,"Passeriformes","Bathilda","Neochmia"
"134","Lonchura castaneothorax","Chestnut-breasted Munia","wurramumakwa","Estrildidae","Passeriformes",12.1,8.6,7.1,7.7,15.2,53.7,13.8,39.6,25.8,37.9,13.6,"Lonchura castaneothorax","Lonchura castaneothorax","Chestnut-breasted Finch","Ploceidae","Anindilyakwa",134,"Passeriformes","Lonchura","Lonchura"
"135","Malurus melanocephalus","Red-backed Fairywren","wurramumakwa","Maluridae","Passeriformes",11.7,7.3,3.2,3,21.7,41.4,4.8,38.6,10.8,53.3,7.9,"Malurus melanocephalus","Malurus melanocephalus","Red-backed Wren","Sylviidae","Anindilyakwa",135,"Passeriformes","Malurus","Malurus"
"136","Chrysococcyx basalis","Horsfield's Bronze-Cuckoo","wurrumaminjawijawa","Cuculidae","Cuculiformes",15.9,9.4,4.1,4.2,18,99.6,40.5,59,40.6,68.4,23.1,"Chrysococcyx basalis","Chalcites basalis","Horsfield's Bronze Cuckoo","Cuculidae","Anindilyakwa",136,"Cuculiformes","Chrysococcyx","Chalcites"
"137","Dromaius novaehollandiae","Emu","marluwiya","Casuariidae","Casuariiformes",81.5,26.5,32.2,17.7,382.8,124.5,0.1,124.4,0.1,430,34093.3,"Dromaius novaehollandiae","Dromaius novaehollandiae","Emu","Dromaiidae","Anindilyakwa",137,"Casuariiformes","Dromaius","Dromaius"
"138","Ardeotis australis","Australian Bustard","malburrungkwa","Otididae","Otidiformes",79.3,42,19.4,18.9,175.5,592.5,260.5,332,44,304,4182.4,"Ardeotis australis","Choriotis australis","Australian Bustard","Otididae","Anindilyakwa",138,"Gruiformes","Ardeotis","Choriotis"
"139","Megapodius reinwardt","Orange-footed Megapode","yinikaburra","Megapodiidae","Galliformes",27,13.7,6.8,8.1,65.4,230.8,53.9,181.9,22.8,88.2,875.8,"Megapodius reinwardt","Megapodius freycinet","Orange-footed Megapode","Megapodiidae","Anindilyakwa",139,"Galliformes","Megapodius","Megapodius"
"140","Gallinago megala","Swinhoe's Snipe","wurriliyuwa","Scolopacidae","Charadriiformes",68.4,57.5,5,6.7,32.2,134.6,60.7,74.1,45,56.4,121,"Gallinago megala","Capella megala","Swinhoe's Snipe","Scolopacidae","Anindilyakwa",140,"Charadriiformes","Gallinago","Capella"
"141","Tringa glareola","Wood Sandpiper","wurriliyuwa","Scolopacidae","Charadriiformes",32.5,24.3,2.9,3.9,35.1,124,60.2,64.3,48.4,49.2,62.1,"Tringa glareola","Tringa glareola","Wood Sandpiper","Scolopacidae","Anindilyakwa",141,"Charadriiformes","Tringa","Tringa"
"142","Phalacrocorax carbo","Great Cormorant","mawulburda","Phalacrocoracidae","Suliformes",82.7,57,13.2,18.3,64.2,340.2,124.2,211.7,37.1,148.2,2529,"Phalacrocorax carbo","Phalacrocorax carbo","Common Cormorant","Phalacrocoracidae","Anindilyakwa",142,"Pelecaniformes","Phalacrocorax","Phalacrocorax"
"143","Vanellus miles","Masked Lapwing","dirrkba","Charadriidae","Charadriiformes",39,19.5,5.8,6.6,75,245.3,86.6,156.7,35.6,102.9,387,"Vanellus miles","Vanellus miles","Masked Plover","Charadriidae","Anindilyakwa",143,"Charadriiformes","Vanellus","Vanellus"
"144","Egretta garzetta","Little Egret","amarrirla/amarrarla","Ardeidae","Pelecaniformes",94.6,68,8.9,11.3,98.8,252.5,82.8,167.2,33.1,94.2,312,"Egretta garzetta","Egretta garzetta","Little Egret","Ardeidae","Anindilyakwa",144,"Ciconiiformes","Egretta","Egretta"
"145","Accipiter fasciatus","Brown Goshawk","yinikarrka/yinumabar.darra","Accipitridae","Accipitriformes",28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,358.7,"Accipiter fasciatus","Accipiter fasciatus","Brown Goshawk","Accipitridae","Anindilyakwa",145,"Falconiformes","Accipiter","Accipiter"
"146","Accipiter cirrocephalus","Collared Sparrowhawk","yinikarrka/yinumabar.darra","Accipitridae","Accipitriformes",19.2,10.6,7.7,9.6,60.3,213,81.3,133.7,37.8,155.4,165.7,"Accipiter cirrocephalus","Accipiter cirrocephalus","Collared Sparrowhawk","Accipitridae","Anindilyakwa",146,"Falconiformes","Accipiter","Accipiter"
"147","Milvus migrans","Black Kite","yinikarrka/yinumabar.darra","Accipitridae","Accipitriformes",40,22.4,13,17.4,51.4,457.4,219.9,237.5,48.1,269.5,734.1,"Milvus migrans","Milvus migrans","Black Kite","Accipitridae","Anindilyakwa",147,"Falconiformes","Milvus","Milvus"
"148","Hieraaetus morphnoides","Little Eagle","yukwurrijija/yiburrilya","Accipitridae","Accipitriformes",35.7,20.6,10.9,18.1,54.5,364.8,161.2,198,44.9,205.2,775.1,"Hieraaetus morphnoides","Hieraaetus morphnoides","Little Eagle","Accipitridae","Anindilyakwa",148,"Falconiformes","Hieraaetus","Hieraaetus"
"149","Caprimulgus macrurus","Large-tailed Nightjar","yukwurakwura","Caprimulgidae","Caprimulgiformes",22.3,7.7,5.1,3.2,13,179.2,84.5,94.7,47.1,124.8,66.2,"Caprimulgus macrurus","Caprimulgus macrurus","Large-tailed Nightjar","Caprimulgidae","Anindilyakwa",149,"Caprimulgiformes","Caprimulgus","Caprimulgus"
"150","Tyto alba","Barn Owl","warnikijijungwa","Tytonidae","Strigiformes",32.1,17.6,8.8,13.5,59.7,285.6,115.9,169.7,40.6,119.5,403.3,"Tyto alba","Tyto alba","Barn Owl","Tytonidae","Anindilyakwa",150,"Strigiformes","Tyto","Tyto"
"151","Ducula spilorrhoa","Torresian Imperial-Pigeon","dimirra","Columbidae","Columbiformes",27.4,14.5,7,6.8,32.1,241.2,79.7,161.6,33,141.5,464,"Ducula spilorrhoa","Ducula spilorrhoa","Nutmeg Pigeon","Columbidae","Anindilyakwa",151,"Columbiformes","Ducula","Ducula"
"152","Philemon buceroides","Helmeted Friarbird","dijaruwa","Meliphagidae","Passeriformes",43.1,22.6,6.3,10,36.6,147.6,24.8,116.5,17.6,127.7,108.6,"Philemon buceroides","Philemon buceroides","Sandstone Friarbird","Meliphagidae","Anindilyakwa",152,"Passeriformes","Philemon","Philemon"
"153","Philemon citreogularis","Little Friarbird","dijaruwa","Meliphagidae","Passeriformes",31.4,16.8,4.6,6.5,27.3,127.2,25.9,103.1,20,103.3,60.6,"Philemon citreogularis","Philemon citreogularis","Little Friarbird","Meliphagidae","Anindilyakwa",153,"Passeriformes","Philemon","Philemon"
"154","Lalage leucomela","Varied Triller","dijuwarra","Campephagidae","Passeriformes",18.5,10.5,5,4.9,21.3,97.8,26,71.9,26.6,78.7,29.3,"Lalage leucomela","Lalage leucomela","Varied Triller","Campephagidae","Anindilyakwa",154,"Passeriformes","Lalage","Lalage"
"155","Coracina novaehollandiae","Black-faced Cuckooshrike","dukwuja","Campephagidae","Passeriformes",28.8,15.7,10.7,10.5,28.7,192,73.7,118.5,38.4,135.7,118,"Coracina novaehollandiae","Coracina novaehollandiae","Black-faced Cuckoo-Shrike","Campephagidae","Anindilyakwa",155,"Passeriformes","Coracina","Coracina"
"156","Coracina papuensis","White-bellied Cuckooshrike","dukwuja","Campephagidae","Passeriformes",28.4,20,9.8,9.6,23.7,146.3,44.6,103.1,30.3,110.7,63.5,"Coracina papuensis","Coracina papuensis","Papuan Graybird","Campephagidae","Anindilyakwa",156,"Passeriformes","Coracina","Coracina"
"157","Rhipidura rufiventris","Northern Fantail","duwendira","Rhipiduridae","Passeriformes",17,9.1,5.5,4.2,16.1,85,18.5,67.7,21.4,82.1,12,"Rhipidura rufiventris","Rhipidura rufiventris","Northern Fantail","Muscicapidae","Anindilyakwa",157,"Passeriformes","Rhipidura","Rhipidura"
"158","Myzomela erythrocephala","Red-headed Myzomela","warnikikbadika/warnikiringandika/warningumulikaduwakba","Meliphagidae","Passeriformes",16.1,10.3,2.4,2.8,15.6,58.1,10.5,48.2,17.9,39.9,7.8,"Myzomela erythrocephala","Myzomela erythrocephala","Red-headed Myzomela","Meliphagidae","Anindilyakwa",158,"Passeriformes","Myzomela","Myzomela"
"159","Gerygone magnirostris","Large-billed Gerygone","warnikikbadika/warnikiringandika/warningumulikaduwakba","Acanthizidae","Passeriformes",12.4,7.1,3.2,3,16.9,54.6,8.3,46.5,15.2,40,6.8,"Gerygone magnirostris","Gerygone magnirostris","Large-billed Gerygone","Sylviidae","Anindilyakwa",159,"Passeriformes","Gerygone","Gerygone"
"160","Colluricincla megarhyncha","Arafura Shrike-Thrush","wurrumabajakba","Pachycephalidae","Passeriformes",21.1,13.2,5.1,6.7,24.7,93.6,15,78.7,16,77,32.3,"Colluricincla megarhyncha","Colluricincla megarhyncha","Rufous Shrike-Thrush","Muscicapidae","Anindilyakwa",160,"Passeriformes","Colluricincla","Colluricincla"
"161","Cacomantis variolosus","Brush Cuckoo","wurrumabajakba","Cuculidae","Cuculiformes",20.5,12.9,5.3,5.4,16.3,115.4,45.5,72.9,38.3,112.9,35.8,"Cacomantis variolosus","Cacomantis variolosus","Brush Cuckoo","Cuculidae","Anindilyakwa",161,"Cuculiformes","Cacomantis","Cacomantis"
"162","Gymnorhina tibicen","Australian Magpie","angwurrirda","Artamidae","Passeriformes",54.7,35.8,11.9,15.8,56.2,256.6,108.3,157.9,40.7,137.2,284.9,"Gymnorhina tibicen","Gymnorhina tibicen","Black-backed Magpie","Cracticidae","Anindilyakwa",162,"Passeriformes","Gymnorhina","Gymnorhina"
"163","Centropus phasianinus","Pheasant Coucal","yikba","Cuculidae","Cuculiformes",38.4,21.6,10.8,16.9,54.3,246.2,32.4,213.4,13.3,335.5,382,"Centropus phasianinus","Centropus phasianinus","Pheasant Coucal","Cuculidae","Anindilyakwa",163,"Cuculiformes","Centropus","Centropus"
"164","Cacatua sanguinea","Little Corella","duwedirra","Cacatuidae","Psittaciformes",34,29.6,15.9,30.8,24.2,256.2,95.8,160.5,37.4,121.8,523.7,"Cacatua sanguinea","Cacatua sanguinea","Little Corella","Psittacidae","Anindilyakwa",164,"Psittaciformes","Cacatua","Cacatua"
"165","Artamus leucorynchus","White-breasted Woodswallow","dumarnkinungkwura","Artamidae","Passeriformes",22.1,14.7,8.3,8.3,18.4,131.4,59,73,44.8,59,41.7,"Artamus leucorynchus","Artamus leucorynchus","White-breasted Wood Swallow","Artamidae","Anindilyakwa",165,"Passeriformes","Artamus","Artamus"
"166","Sternula albifrons","Little Tern","dangarninyumurra","Laridae","Charadriiformes",33.5,22.9,3.2,5.8,15.4,169.6,117,50.5,69.8,80,57,"Sterna albifrons","Sterna albifrons","Little Tern","Laridae","Anindilyakwa",166,"Charadriiformes","Sternula","Sterna"
"167","Anas gracilis","Gray Teal","wurrawuminya","Anatidae","Anseriformes",39.2,30.1,15.3,12,32.9,192.2,91.8,102,47.3,72,488.1,"Anas gracilis","Anas gibberifrons","Gray Teal","Anatidae","Anindilyakwa",167,"Anseriformes","Anas","Anas"
"168","Butorides striata","Striated Heron","dingkawa","Ardeidae","Pelecaniformes",70.3,52.5,9.2,11.3,47,173.9,51.1,127,28.7,63.7,201.5,"Butorides striata","Butorides striatus","Striated Heron","Ardeidae","Anindilyakwa",168,"Ciconiiformes","Butorides","Butorides"
"169","Ardea plumifera","Plumed Egret","amarrirla/amarrarla","Ardeidae","Pelecaniformes",81.5,60.3,10.5,14,105.3,298.8,89.8,207.9,30.3,117.2,458.8,"Mesophoyx intermedia","Egretta intermedia","Plumed Egret","Ardeidae","Anindilyakwa",169,"Ciconiiformes","Ardea","Egretta"
"170","Synoicus ypsilophorus","Brown Quail","dumemerrba","Phasianidae","Galliformes",15.6,8.4,5.8,6.2,23.2,98,33.4,66.3,33.5,37.6,107.7,"Coturnix ypsilophora","Synoicus australis","Brown Quail","Phasianidae","Anindilyakwa",170,"Galliformes","Synoicus","Synoicus"
"171","Cuculus optatus","Oriental Cuckoo","dijuwarra","Cuculidae","Cuculiformes",24.8,15.3,6.4,7.5,21.6,182.6,87.4,95.3,47.8,146.4,87,"Cuculus optatus","Cuculus saturatus","Oriental Cuckoo","Cuculidae","Anindilyakwa",171,"Cuculiformes","Cuculus","Cuculus"
